COONTEY JEH DUNNALLYS AS BAASE MAYNREY JAMYS COVEY.,AN ACCOUNT Of the Bravery and Happy Death OF JAMES COVEY.
"Ayns y caggey s’jerree noi noidyn yn ashoon ain va shiolteyr, enmyssit Covey, er boayrd yn lhong Venerable, v’er choayl e ghaa chass ayns y caggey, as v’eh ymmyrchagh da’n er-lhee dy ghiarey ayrn jeh e lheaystyn neesht.","MR. PRATT, in the second volume of his Gleanings, relates an affecting anecdote of a sailor on board the Venerable, the ship in which Admiral Duncan commanded the fleet in the action against the Dutch, off Camperdown. He received the account from Dr. Duncan, Lord Duncan’s chaplain and relative, who, in the action, assisted the surgeon and his mate in binding up the wounds, and amputating the limbs of the unfortunate sufferers. “A mariner,” says the doctor, “of the name of Covey, was brought down to the surgery, deprived of both his legs; and it was necessary, some hours after, to amputate still higher."
"“Heillym Vainshtyr!” dooyrt Covey lesh loo, “dy jean y skynn shen coyrt jerrey er my vioys.”","‘I suppose,’ said Covey, with an oath, ‘those scissors will finish the business of the ball, master mate?’"
"“Dy firrinagh, my heshey vie!” dreggyr yn er-lhee, “ta oyr ain dy ghoaill aggle jeh shen.”","‘Indeed, my brave fellow,’ cried the surgeon, ‘there is some fear of it.’"
"“Ny cur geill,” dooyrt Covey, “ta mee er choayl my chassyn dy jarroo, as foddee dy gaillym my vioys, agh ta shin er gheddyn y varriaght harrish nyn noidyn,” as eshyn, lesh loo atchimagh, “ta shin er gheddyn y varriaght harrish nyn noidyn, as shen-y-fa goym boggey reesht, Huzza! Huzza!”","‘Well, never mind,’ said Covey, ‘I have lost my legs, to be sure, and mayhap may lose my life; but,’ continued he with a dreadful oath, ‘we have beat the Dutch! we have beat the Dutch! so I'll even have another cheer for it: huzza, huzza!’”"
"Ta’n coontey shoh tooilliu tastey smoo veih ymmyrkey yn dooinney roish y traa shen as ny lurg. Va Covey shiolteyr fondagh, as mooar soit jeh mastey e heshaghyn son e ghunnallys; agh v’eh cha niartal ayns peccah as v’eh ayns caggey.","This anecdote is rendered more interesting still, by some prior and subsequent circumstances attending this poor sailor. Covey was a good seaman, and was noticed among his shipmates for his intrepidity; but he was pre-eminent in sin, as well as in courageous actions."
"Traa gerrid roish haink lhongyn dagh ashoon dy cheilley, ren eh dreamal dy row ad ayns caggey ayn va e ghaa chass goit ersooyl, as dy row eh er-shaghryn ayns e aigney. Hug y dreamal er y shiolteyr dunnal shoh dy ve er-creau, as ny cheayrtyn dy streeu dy ghoaill padjer, agh neu-wooiagh dy reayll Jee ayns e smooniaghtyn ghow eh ayns laue dy gheddyn rea rish lheid yn ennaghtyn, as dy eiyrt ersooyl cooinaghtyn jeh e pheccaghyn liorish meshtallys as goan mollaghtagh noi Jee, agh ooilley ayns fardail.","About a fortnight before the English fell in with the Dutch fleet, he dreamed that they were in an engagement, in which both his legs were shot off, and that he was out of his mind. The dream made this courageous seaman tremble, and sometimes attempt to pray; but, not liking to retain God in his thoughts, he endeavoured to blot out the impressions from his memory, and the recollection of his sins from his conscience, by drinking and blasphemous intercourse with the ships company. His efforts, however were in vain."
"Ren smooinaghtyn er e pheccaghyn, er Jee as er baase, eh y lhieeney lesh aggle atchimagh jeh treihys chammah ’sy theihll shoh, as ayns shen ta ry-heet, derrey ren shilley jeh lhongyn ny noidyn, as yn taggloo v’ec ny shiolteyryn mychione yn dunnallys yinnagh ad y hoilshaghey geiyrt ersooyl ny smooinaghtyn trimshagh shoh veih e aigney.","The thoughts of his sins, of God, and of death, harassed his mind day and night, and filled him with gloomy forebodings of what awaited him in this world and in the next, till the sight of the Dutch fleet, and their conversation with each other concerning the heroic achievements they should perform, dispelled the gloomy subject from his mind."
"Myr va’n caggey goaill toshiaght, hug yn Admiral sarey da e gheiney dy huittym sheese er y deck, myr saase dy hauail nyn mioys, choud as veagh ad tayrn ny sniessey da’n noid, dy voddagh ad eisht cragh smoo y yannoo ny mast’oc. Ren Covey va nish er choayl dy chooilley smooinaght as ennaghtyn crauee ren roïe goaill greme er e aigney gweeaghyn ’syn aght s’atchimee da sooillyn, da oltyn, as da anmeenyn e heshaghyn faase-chreeagh myr denmys eh ad son lhie sheese dy voddagh ad shaghney bulladyn ny noidyn.","As the two fleets were coming into action, the noble Admiral, to save the lives of his men, ordered them to lie flat on the deck, till, being nearer the enemy, their firing might do the more execution. The Dutch ships at this time were pouring their broadsides into the Venerable as she passed down part of the Dutch fleet, in order to break their line. This stout-hearted and wicked Covey, having lost all the impressions of his former reflections, heaped, in rapid succession, the most dreadful imprecations on the eyes, and limbs, and souls, of what he called his cowardly shipmates, for lying down to avoid the balls of the Dutch."
"Dob eh dy chur biallys da’n sarey, derrey trooid aggle roish ffishear va er-gerrey da, chroym eh harrish saagh va shassoo liorish, derrey va sarey er ny choyrt dy ghoaill toshiaght er y chaggey. Choud’s v’ad girree, ghow shot ersooyl e ghaa chass, agh va’n builley cha jeean, ga dy ren eh gennaghtyn dy row eh guint, nagh row fys echey dy row eh er choayl e oltyn derrey huitt eh er y deck.","He refused to obey the order, till, fearing the authority of an officer not far from him, he in part complied, by leaning over a cask which stood near, till the word of command was given to fire. At the moment of rising, a bar shot carried away one of his legs and the greater part of the other; but so instantaneous was the stroke, though he was sensible of something like a jar in his limbs, he knew not that he had lost a leg till his stump came to the deck, and he fell."
"Tra va e chassyn giarit jeh, as sheean y chaggey er scuirr, chooinee eh er e ghreamal, as v’eh jerkal myr va un ayrn jeh cooilleenit dy beagh yn jeh elley cooilleenit myrgeddin. Dy jarroo t’eh jeeaghyn dy ve faggys mirril nagh chaill eh e cheeayll as e chooinaghtyn liorish y phian, as yn aggle v’eh fo dy row e ghreamal dy ve dy slane cooilleenit; agh va baght dy ve er ny choyrt da jeh shoh ny lurg shen.","When his legs were amputated higher up, and the noise of the battle had ceased, he thought of his dream; and expected, that as one part of it was fulfilled, the other would be so to. Indeed, considering the pain of amputating and dressing both legs, and the agitation of his mind from fearing the full accomplishment of his dream, it appears next to a miracle that he retained his reason in the most perfect state: but this was to be explained to him at a future period."
"Lurg tammylt dy hraa haink eh magh veih’n hospital shooyl er daa chass fuygh, as daa chammag; agh va e annym lane dy hrimshey goaill aggle myr va e pheccaghyn er hayrn briwnys Yee er ayns coayl e oltyn, dy jinnagh ad tayrn er coayl e resoon as e annym.","Some time after, he came out of Haslar Hospital, capable of walking by means of two wooden legs and two crutches; but his spirits were sorely dejected, from fearing that as his sins had brought upon him the judgment of God in the loss of his limbs, they would bring upon him the loss of his reason, and the loss of his soul."
